Game Id;PlayerId;TeamId;Game Rating;Game Rating Off;Game Rating Def;G;A;+/-;SOG;MS;BS;PIM;HT;TK;GV;SHF;TOT;PP;SH;EV;FOW;FOL;FO%;Team Shots on;Team Shots Against on;Team Shots Missed on;Team Shots Missed Against on;Team Shots Blocked on;Team Shots Blocked Against on;Team Goals on;Team Goal Against on;Team Shots off;Team Shots Against off;Team Shots Missed off;Team Shots Missed Against off;Team Shots Blocked off;Team Shots Blocked Against off;Team Goals off;Team Goal Against off;OZ Starts;NZ Starts;DZ Starts;Team OZ Starts;Team NZ Starts;Team DZ Starts;SQ0;SQ1;SQ2;SQ3;SQ4
165;14041;0;67.0057;65.96;70.056;0;1;1;3;0;1;0;2;0;0;21;1528;0;283;1244;0;0;0;13;15;0;5;4;4;2;1;17;11;3;4;10;15;4;2;2;14;8;9;26;14;1;3;0;0;0
165;1091;229;71.4047;61.465;82.038;0;0;0;1;0;2;0;1;0;0;14;1061;320;47;694;4;5;44.4;5;4;4;0;4;5;1;1;21;26;5;3;15;9;2;5;5;6;4;14;26;9;1;1;1;0;0
165;13010;229;74.6743;64.02;87.318;0;1;1;5;1;1;0;1;1;0;19;1261;314;0;946;0;0;0;8;6;1;0;8;7;1;0;18;24;8;3;11;7;2;6;6;6;4;14;26;9;0;4;3;0;0
165;1172;0;76.6579;55.67;87.483;0;1;-1;1;0;2;0;2;1;1;13;1093;47;330;715;8;8;50.0;3;12;1;2;3;4;0;1;27;14;2;7;11;15;6;2;3;7;8;9;26;14;2;0;0;1;0
165;13011;229;64.0217;65.36;44;0;1;1;0;0;0;2;0;0;0;15;938;54;0;884;0;0;0;10;9;1;1;6;3;2;1;16;21;8;2;13;11;1;5;3;7;0;14;26;9;0;0;0;0;0
165;1416;229;65.3311;50.92;75.383;0;1;0;2;1;0;0;4;1;3;16;952;0;47;905;0;0;0;6;5;1;1;8;7;1;1;20;25;8;2;11;7;2;5;4;7;2;14;26;9;0;0;1;0;2
165;16532;229;66.9463;61.18;70.543;0;0;-1;0;0;1;0;0;0;0;10;618;14;0;604;2;1;66.7;2;7;1;1;5;3;0;1;24;23;8;2;14;11;3;5;3;2;3;14;26;9;1;0;0;0;0
165;1635;0;79.4399;75.43;71.269;1;0;1;6;0;1;2;1;1;0;16;1161;0;39;1121;5;6;45.5;13;5;1;1;3;5;1;0;17;21;2;8;11;14;5;3;1;10;1;9;26;14;0;1;2;4;0
165;14520;0;60.2767;54.72;50;0;0;1;0;0;0;0;0;0;0;4;320;0;0;320;0;0;0;1;2;0;2;1;4;1;0;29;24;3;7;13;15;5;3;2;1;2;9;26;14;0;0;0;0;0
165;1693;229;47.5833;55.29;45.7;0;1;-1;0;1;0;0;1;1;0;18;1051;0;47;1004;0;0;0;6;10;4;2;6;3;1;2;20;20;5;1;13;11;2;4;6;9;3;14;26;9;0;0;1;0;0
165;1810;0;71.048;71.44;48.8;0;1;0;2;0;0;0;1;0;0;15;920;47;0;873;0;0;0;11;6;1;1;2;8;1;1;19;20;2;8;12;11;5;2;2;7;2;9;26;14;0;1;0;0;1
165;12002;229;74.9467;53.641;89.082;0;0;0;1;1;4;0;1;1;0;17;1070;0;0;1070;0;0;0;6;9;3;1;5;5;1;1;20;21;6;2;14;9;2;5;6;9;2;14;26;9;1;3;2;0;0
165;12025;229;54.677;60.23;38.8;0;0;-3;2;0;1;0;0;1;0;21;1173;111;0;1061;1;0;100.0;8;16;4;0;6;2;0;3;18;14;5;3;13;12;3;3;4;10;2;14;26;9;1;1;1;0;0
165;12036;0;64.3223;55.765;73.447;1;0;1;2;0;0;0;0;1;0;5;389;0;0;389;4;1;80.0;3;3;0;1;2;5;1;0;27;23;3;8;12;14;5;3;2;2;2;9;26;14;0;0;0;1;1
165;12075;0;63.9325;65.93;64.493;0;0;1;0;1;0;4;0;0;0;16;976;0;96;880;0;0;0;11;4;1;1;1;6;1;0;19;22;2;8;13;13;5;3;1;9;2;9;26;14;0;0;0;1;0
165;12080;229;63.772;61.655;61.831;0;0;-3;0;0;1;0;1;2;0;11;869;0;0;869;0;3;0.0;5;11;1;1;4;6;0;3;21;19;8;2;15;8;3;3;2;8;3;14;26;9;1;0;0;0;0
165;12411;0;73.6619;73.245;61.71;1;1;2;4;1;0;2;1;1;0;14;1076;47;0;1029;0;0;0;13;5;1;4;8;4;3;1;17;21;2;5;6;15;3;2;4;9;2;9;26;14;0;0;3;1;1
165;12412;229;70.8768;65.17;67.518;2;0;1;4;0;0;0;2;1;2;17;1193;306;0;887;7;8;46.7;8;8;1;1;6;6;2;1;18;22;8;2;13;8;1;5;5;8;2;14;26;9;0;0;3;0;1
165;12625;229;42.8;52.768;34.1;0;1;-3;2;1;0;0;0;2;1;19;1211;91;0;1119;0;0;0;12;15;3;1;4;2;1;4;14;15;6;2;15;12;2;2;2;11;2;14;26;9;0;3;0;0;0
165;13032;229;72.7467;52.477;87.57;0;0;2;2;0;4;2;1;0;0;15;1052;46;0;1006;0;0;0;8;4;2;0;8;9;2;0;18;26;7;3;11;5;1;6;4;5;3;14;26;9;2;4;0;0;0
165;13069;0;79.9229;51.604;95.634;0;1;2;1;0;4;0;1;3;1;25;1449;0;270;1179;0;0;0;11;10;3;3;7;7;3;1;19;16;0;6;7;12;3;2;4;7;8;9;26;14;3;1;1;0;0
165;13100;0;59.5571;58.782;49.3;0;0;1;1;0;1;0;0;0;0;17;1137;0;52;1084;0;0;0;11;11;0;3;4;4;2;1;19;15;3;6;10;15;4;2;1;13;3;9;26;14;0;1;0;1;0
165;13408;229;64.9704;59.28;61.71;0;0;-3;2;2;0;0;3;1;0;19;1002;40;0;962;8;5;61.5;8;12;3;1;4;1;0;3;18;18;6;2;15;13;3;3;2;10;2;14;26;9;0;2;2;0;0
165;13597;0;66.2671;61.595;72.828;0;1;2;2;0;4;0;1;0;0;19;1223;47;99;1077;0;0;0;10;8;3;1;7;7;3;1;20;18;0;8;7;12;3;2;4;7;4;9;26;14;0;4;1;1;0
165;13613;0;61.2543;54.514;70.056;0;1;0;1;0;3;0;1;0;0;15;966;0;83;882;0;0;0;8;5;0;3;3;8;1;1;22;21;3;6;11;11;5;2;3;6;3;9;26;14;3;1;0;0;0
165;14094;0;63.2905;55.67;66.913;0;0;0;2;0;1;0;3;0;1;10;683;0;0;683;1;0;100.0;5;10;1;0;3;3;1;1;25;16;2;9;11;16;5;2;1;7;2;9;26;14;1;0;1;0;1
165;14146;0;77.5322;75.715;44.5;2;1;2;2;0;0;2;0;0;0;13;1077;47;0;1030;8;7;53.3;11;7;1;5;6;5;4;2;19;19;2;4;8;14;2;1;4;8;3;9;26;14;0;0;0;1;1
165;14578;229;64.093;56.05;68.244;0;0;0;1;0;1;0;1;0;1;9;588;14;0;574;0;0;0;3;2;1;1;5;2;0;0;23;28;8;2;14;12;3;6;3;3;1;14;26;9;1;0;1;0;0
166;2;17;70.5843;65.835;66.913;0;0;-1;4;1;0;2;1;1;1;18;1056;254;0;801;1;1;50.0;6;6;1;0;6;2;0;1;13;14;0;1;8;11;1;2;3;5;4;14;28;13;0;1;2;1;1
166;23;17;60.99;54.055;69.091;0;0;-1;5;0;1;0;2;0;3;20;1242;288;31;922;0;0;0;5;8;0;0;3;5;0;1;14;12;1;1;11;8;1;2;5;11;3;14;28;13;1;3;0;1;1
166;353;17;65.6063;69.825;45.3;0;0;-2;1;0;0;2;1;0;0;18;1016;53;0;962;0;0;0;6;7;0;0;1;4;0;2;13;13;1;1;13;9;1;1;6;9;3;14;28;13;0;1;0;0;0
166;556;9;68.48;64.125;62.073;0;1;1;3;0;0;0;3;0;3;16;1062;55;95;911;0;0;0;7;5;0;1;6;2;2;1;13;14;1;0;7;12;1;0;3;8;4;13;28;14;0;0;2;1;0
166;588;9;57.9138;55.1;62.678;1;0;2;3;0;1;0;0;0;0;10;795;0;0;795;0;0;0;8;5;1;0;1;2;2;0;12;14;0;1;12;12;1;1;3;7;1;13;28;14;0;3;0;1;0
166;16013;9;61.2517;53.738;71.442;0;1;0;0;0;1;2;0;1;0;17;1178;101;0;1077;0;0;0;6;10;0;1;5;4;1;1;14;9;1;0;8;10;2;0;3;10;6;13;28;14;1;0;0;0;0
166;762;17;54.7993;62.225;50;1;0;1;2;0;0;2;0;0;0;12;760;0;109;650;0;0;0;4;4;0;1;1;2;1;0;15;16;1;0;13;11;0;3;3;11;1;14;28;13;0;1;0;1;0
166;822;9;60.562;55.195;50;0;0;0;0;0;0;2;1;0;0;7;423;0;0;423;0;0;0;2;2;0;0;1;1;0;0;18;17;1;1;12;13;3;1;1;6;1;13;28;14;0;0;0;0;0
166;1084;9;68.97;52.38;82.152;0;0;0;2;0;3;2;1;0;0;20;1216;109;175;931;0;0;0;5;4;0;0;2;7;0;0;15;15;1;1;11;7;3;1;7;7;3;13;28;14;2;3;0;0;0
166;13008;9;65.3923;55.1;85.91;0;0;0;0;0;4;2;1;1;1;18;1233;281;60;890;5;4;55.6;3;6;0;0;1;9;0;0;17;13;1;1;12;5;3;1;5;7;3;13;28;14;2;2;0;0;0
166;1240;17;70.8714;57.812;80.892;0;0;0;2;0;3;0;2;0;0;23;1342;234;65;1043;0;0;0;2;6;1;0;6;4;0;0;17;14;0;1;8;9;1;3;7;11;7;14;28;13;1;3;1;0;0
