League Id;Date;Home;Score Home;Away;Score Away;Type;Played;Overtime;Shootout;Game Id
0;2000-10-14;217;0;26;0;Regular Season;0;0;0;18656
0;2000-10-14;11;0;19;0;Regular Season;0;0;0;18772
0;2000-10-14;220;0;24;0;Regular Season;0;0;0;18661
0;2000-10-14;12;0;18;0;Regular Season;0;0;0;19808
0;2000-10-15;14;0;217;0;Regular Season;0;0;0;19834
0;2000-10-15;23;0;230;0;Regular Season;0;0;0;18910
0;2000-10-15;25;0;18;0;Regular Season;0;0;0;18689
0;2000-10-15;3;0;214;0;Regular Season;0;0;0;19554
0;2000-10-15;9;0;0;0;Regular Season;0;0;0;18757
0;2000-10-16;12;0;26;0;Regular Season;0;0;0;18681
0;2000-10-16;9;0;221;0;Regular Season;0;0;0;19350
0;2000-10-16;11;0;21;0;Regular Season;0;0;0;18784
0;2000-10-16;24;0;20;0;Regular Season;0;0;0;18688
0;2000-10-16;224;0;15;0;Regular Season;0;0;0;18675
0;2000-10-16;5;0;17;0;Regular Season;0;0;0;18647
0;2000-10-16;0;0;16;0;Regular Season;0;0;0;18671
0;2000-10-17;26;0;16;0;Regular Season;0;0;0;18651
0;2000-10-17;24;0;18;0;Regular Season;0;0;0;18683
0;2000-10-17;214;0;220;0;Regular Season;0;0;0;18782
0;2000-10-17;3;0;8;0;Regular Season;0;0;0;18662
0;2000-10-17;216;0;21;0;Regular Season;0;0;0;18700
0;2000-10-17;5;0;230;0;Regular Season;0;0;0;18680
0;2000-10-17;14;0;227;0;Regular Season;0;0;0;18704
0;2000-10-17;20;0;217;0;Regular Season;0;0;0;18679
0;2000-10-17;224;0;25;0;Regular Season;0;0;0;18666
0;2000-10-18;216;0;15;0;Regular Season;0;0;0;18703
0;2000-10-18;9;0;220;0;Regular Season;0;0;0;19778
0;2000-10-18;10;0;227;0;Regular Season;0;0;0;18705
0;2000-10-18;22;0;14;0;Regular Season;0;0;0;18725
0;2000-10-18;12;0;17;0;Regular Season;0;0;0;18649
0;2000-10-18;217;0;19;0;Regular Season;0;0;0;18749
0;2000-10-19;19;0;23;0;Regular Season;0;0;0;18894
0;2000-10-19;10;0;3;0;Regular Season;0;0;0;18722
0;2000-10-19;8;0;221;0;Regular Season;0;0;0;18676
0;2000-10-19;17;0;230;0;Regular Season;0;0;0;18713
0;2000-10-19;12;0;214;0;Regular Season;0;0;0;19074
0;2000-10-19;26;0;24;0;Regular Season;0;0;0;18687
0;2000-10-19;25;0;20;0;Regular Season;0;0;0;18698
0;2000-10-19;9;0;21;0;Regular Season;0;0;0;19143
0;2000-10-19;0;0;18;0;Regular Season;0;0;0;18710
0;2000-10-19;229;0;5;0;Regular Season;0;0;0;18695
0;2000-10-19;11;0;16;0;Regular Season;0;0;0;19797
0;2000-10-20;20;0;24;0;Regular Season;0;0;0;19811
0;2000-10-20;3;0;11;0;Regular Season;0;0;0;18783
0;2000-10-20;26;0;21;0;Regular Season;0;0;0;19825
0;2000-10-20;18;0;23;0;Regular Season;0;0;0;18712
0;2000-10-20;15;0;229;0;Regular Season;0;0;0;18711
0;2000-10-20;224;0;16;0;Regular Season;0;0;0;18678
0;2000-10-20;22;0;217;0;Regular Season;0;0;0;18739
0;2000-10-20;220;0;227;0;Regular Season;0;0;0;18714
0;2000-10-20;216;0;0;0;Regular Season;0;0;0;18752
0;2000-10-20;230;0;25;0;Regular Season;0;0;0;18717
0;2000-10-21;8;0;12;0;Regular Season;0;0;0;18672
0;2000-10-21;22;0;220;0;Regular Season;0;0;0;18776
0;2000-10-21;221;0;214;0;Regular Season;0;0;0;19317
0;2000-10-21;216;0;17;0;Regular Season;0;0;0;19807
0;2000-10-21;19;0;14;0;Regular Season;0;0;0;18815
0;2000-10-22;229;0;11;0;Regular Season;0;0;0;18716
0;2000-10-22;25;0;19;0;Regular Season;0;0;0;19713
0;2000-10-22;23;0;10;0;Regular Season;0;0;0;18774
0;2000-10-23;9;0;3;0;Regular Season;0;0;0;18823
0;2000-10-23;24;0;12;0;Regular Season;0;0;0;18738
0;2000-10-23;8;0;227;0;Regular Season;0;0;0;18684
0;2000-10-23;220;0;214;0;Regular Season;0;0;0;18807
0;2000-10-23;230;0;21;0;Regular Season;0;0;0;18755
0;2000-10-23;20;0;15;0;Regular Season;0;0;0;18785
0;2000-10-23;25;0;26;0;Regular Season;0;0;0;18701
0;2000-10-23;18;0;22;0;Regular Season;0;0;0;18733
0;2000-10-23;5;0;11;0;Regular Season;0;0;0;18709
0;2000-10-23;221;0;16;0;Regular Season;0;0;0;18694
0;2000-10-24;227;0;220;0;Regular Season;0;0;0;18721
0;2000-10-24;15;0;217;0;Regular Season;0;0;0;18730
0;2000-10-24;0;0;214;0;Regular Season;0;0;0;18876
0;2000-10-24;216;0;20;0;Regular Season;0;0;0;18731
0;2000-10-24;26;0;23;0;Regular Season;0;0;0;18699
0;2000-10-24;3;0;221;0;Regular Season;0;0;0;18848
0;2000-10-24;12;0;16;0;Regular Season;0;0;0;18685
0;2000-10-24;229;0;8;0;Regular Season;0;0;0;18903
0;2000-10-24;10;0;5;0;Regular Season;0;0;0;18706
0;2000-10-24;224;0;21;0;Regular Season;0;0;0;18715
0;2000-10-25;17;0;23;0;Regular Season;0;0;0;18727
0;2000-10-25;22;0;25;0;Regular Season;0;0;0;19822
0;2000-10-25;18;0;216;0;Regular Season;0;0;0;18742
0;2000-10-25;229;0;10;0;Regular Season;0;0;0;19133
0;2000-10-25;11;0;230;0;Regular Season;0;0;0;18734
0;2000-10-26;21;0;22;0;Regular Season;0;0;0;18762
0;2000-10-26;227;0;11;0;Regular Season;0;0;0;18724
0;2000-10-26;8;0;12;0;Regular Season;0;0;0;18696
0;2000-10-26;220;0;9;0;Regular Season;0;0;0;18854
0;2000-10-26;24;0;14;0;Regular Season;0;0;0;18697
0;2000-10-26;17;0;15;0;Regular Season;0;0;0;18735
0;2000-10-26;230;0;5;0;Regular Season;0;0;0;18702
0;2000-10-26;3;0;19;0;Regular Season;0;0;0;18942
0;2000-10-26;224;0;217;0;Regular Season;0;0;0;18690
0;2000-10-26;16;0;214;0;Regular Season;0;0;0;18771
0;2000-10-27;10;0;9;0;Regular Season;0;0;0;18901
0;2000-10-27;216;0;0;0;Regular Season;0;0;0;18809
0;2000-10-27;14;0;25;0;Regular Season;0;0;0;18740
0;2000-10-27;217;0;221;0;Regular Season;0;0;0;18798
0;2000-10-27;19;0;20;0;Regular Season;0;0;0;18804
0;2000-10-28;24;0;22;0;Regular Season;0;0;0;18736
0;2000-10-28;12;0;221;0;Regular Season;0;0;0;19799
0;2000-10-28;11;0;3;0;Regular Season;0;0;0;19754
0;2000-10-28;224;0;18;0;Regular Season;0;0;0;18737
0;2000-10-28;26;0;17;0;Regular Season;0;0;0;18743
0;2000-10-28;25;0;23;0;Regular Season;0;0;0;18748
0;2000-10-29;14;0;229;0;Regular Season;0;0;0;18745
0;2000-10-29;0;0;19;0;Regular Season;0;0;0;19796
0;2000-10-29;10;0;18;0;Regular Season;0;0;0;19827
0;2000-10-29;24;0;15;0;Regular Season;0;0;0;19832
0;2000-10-29;5;0;214;0;Regular Season;0;0;0;19519
0;2000-10-30;17;0;229;0;Regular Season;0;0;0;18750
0;2000-10-30;26;0;9;0;Regular Season;0;0;0;18790
0;2000-10-30;10;0;221;0;Regular Season;0;0;0;19804
0;2000-10-30;220;0;230;0;Regular Season;0;0;0;18763
0;2000-10-30;15;0;25;0;Regular Season;0;0;0;18814
0;2000-10-30;5;0;217;0;Regular Season;0;0;0;18719
0;2000-10-30;0;0;20;0;Regular Season;0;0;0;18973
0;2000-10-30;3;0;23;0;Regular Season;0;0;0;19801
0;2000-10-31;21;0;224;0;Regular Season;0;0;0;18791
0;2000-10-31;24;0;221;0;Regular Season;0;0;0;18778
0;2000-10-31;16;0;26;0;Regular Season;0;0;0;18796
0;2000-10-31;20;0;18;0;Regular Season;0;0;0;18744
0;2000-10-31;216;0;11;0;Regular Season;0;0;0;18761
0;2000-10-31;12;0;9;0;Regular Season;0;0;0;18754
0;2000-10-31;8;0;3;0;Regular Season;0;0;0;18918
0;2000-10-31;14;0;217;0;Regular Season;0;0;0;18805
0;2000-10-31;22;0;227;0;Regular Season;0;0;0;18760
0;2000-11-1;10;0;11;0;Regular Season;0;0;0;18870
0;2000-11-1;12;0;5;0;Regular Season;0;0;0;18756
0;2000-11-1;229;0;23;0;Regular Season;0;0;0;18753
0;2000-11-1;214;0;0;0;Regular Season;0;0;0;18989
0;2000-11-1;8;0;18;0;Regular Season;0;0;0;18759
0;2000-11-1;21;0;17;0;Regular Season;0;0;0;18800
0;2000-11-1;16;0;22;0;Regular Season;0;0;0;18764
0;2000-11-1;224;0;220;0;Regular Season;0;0;0;18765
0;2000-11-2;15;0;10;0;Regular Season;0;0;0;18806
0;2000-11-2;220;0;25;0;Regular Season;0;0;0;18826
0;2000-11-2;0;0;20;0;Regular Season;0;0;0;19003
0;2000-11-2;216;0;14;0;Regular Season;0;0;0;18808
0;2000-11-2;19;0;3;0;Regular Season;0;0;0;19700
0;2000-11-2;229;0;9;0;Regular Season;0;0;0;19813
0;2000-11-2;230;0;26;0;Regular Season;0;0;0;18768
0;2000-11-2;217;0;24;0;Regular Season;0;0;0;18797
0;2000-11-3;25;0;11;0;Regular Season;0;0;0;18841
0;2000-11-3;5;0;227;0;Regular Season;0;0;0;18728
0;2000-11-3;221;0;22;0;Regular Season;0;0;0;18777
