PlayerId;League;Team
2;0;17
5;0;12
6;0;19
7;0;230
14024;0;10
14485;0;5
14486;0;214
23;0;17
14961;0;12
28;0;19
15460;0;0
33;0;17
11977;0;19
46;0;24
15994;0;26
49;0;221
15461;0;16
55;0;25
15462;0;216
12991;0;214
73;0;16
74;0;24
76;0;20
77;0;20
14962;0;15
12992;0;220
12388;0;230
97;0;17
14025;0;230
107;0;224
109;0;21
11978;0;5
15463;0;18
15996;0;227
133;0;22
134;0;18
14964;0;17
146;0;230
147;0;26
149;0;19
14487;0;16
11979;0;221
11980;0;0
156;0;230
15464;0;8
15997;0;227
11981;0;220
172;0;3
15465;0;220
176;0;23
177;0;0
178;0;220
181;0;15
13494;0;217
14965;0;16
15466;0;24
14966;0;216
196;0;20
201;0;18
15467;0;8
206;0;25
15998;0;16
217;0;214
225;0;23
14488;0;229
12389;0;14
14967;0;224
240;0;19
246;0;14
15468;0;22
14026;0;19
260;0;15
14968;0;9
265;0;9
14027;0;217
14489;0;24
278;0;214
283;0;9
14969;0;3
14028;0;14
293;0;23
300;0;227
11983;0;8
323;0;229
14491;0;24
14029;0;17
331;0;26
338;0;10
339;0;19
342;0;220
353;0;17
359;0;229
16001;0;229
363;0;16
12993;0;18
373;0;10
375;0;216
378;0;24
382;0;214
385;0;5
387;0;216
15469;0;8
401;0;220
402;0;3
16002;0;14
405;0;8
410;0;221
16003;0;224
13495;0;18
420;0;229
12994;0;224
12995;0;15
11984;0;217
425;0;8
431;0;18
16004;0;26
12390;0;229
442;0;8
16005;0;10
12996;0;217
12997;0;21
470;0;20
14492;0;16
479;0;5
16007;0;17
483;0;11
484;0;227
14493;0;3
487;0;20
494;0;11
501;0;214
14494;0;23
507;0;23
509;0;20
12391;0;11
14970;0;216
518;0;15
13497;0;8
16008;0;5
14495;0;220
14971;0;15
15470;0;217
14496;0;5
16010;0;224
562;0;227
14030;0;224
12998;0;19
14031;0;230
14972;0;17
13498;0;216
14497;0;11
12392;0;19
14498;0;23
12393;0;5
593;0;14
12999;0;217
13499;0;214
598;0;214
599;0;214
611;0;3
614;0;221
13500;0;14
617;0;3
619;0;21
14973;0;19
625;0;0
12394;0;221
14499;0;214
13501;0;0
15471;0;227
14032;0;24
646;0;20
647;0;0
648;0;217
651;0;229
15472;0;15
661;0;22
664;0;10
665;0;10
668;0;227
684;0;18
691;0;20
692;0;227
694;0;11
696;0;220
14033;0;24
698;0;5
12395;0;22
709;0;8
13502;0;19
14034;0;22
14035;0;15
720;0;24
723;0;227
724;0;5
14974;0;224
16015;0;230
13002;0;217
747;0;220
748;0;14
759;0;17
760;0;3
762;0;17
764;0;224
16016;0;10
14036;0;229
767;0;217
770;0;9
771;0;11
14500;0;14
774;0;229
783;0;5
15473;0;16
794;0;10
797;0;0
15474;0;19
801;0;3
13503;0;19
807;0;221
813;0;220
815;0;21
817;0;8
819;0;20
14501;0;24
822;0;9
837;0;11
838;0;25
840;0;227
842;0;11
843;0;23
14977;0;26
14037;0;20
14038;0;227
855;0;21
14503;0;25
866;0;9
867;0;220
868;0;0
15475;0;17
871;0;20
15476;0;224
16017;0;19
881;0;229
885;0;5
14978;0;24
16018;0;214
908;0;11
15477;0;9
914;0;12
15478;0;23
14504;0;8
922;0;16
13005;0;5
13505;0;23
930;0;22
15479;0;216
951;0;25
16019;0;12
12397;0;216
955;0;20
957;0;26
958;0;25
960;0;0
11986;0;0
968;0;15
14979;0;221
14980;0;15
980;0;217
985;0;18
989;0;11
990;0;214
16020;0;16
1002;0;19
13506;0;227
16021;0;217
14040;0;22
16022;0;22
1022;0;25
14041;0;0
1026;0;227
13507;0;5
15480;0;12
14505;0;18
1032;0;25
1042;0;217
14042;0;19
14043;0;24
1051;0;3
13007;0;24
1059;0;18
14982;0;22
13508;0;14
13509;0;25
1068;0;3
1075;0;3
12399;0;12
1084;0;9
1086;0;230
1090;0;221
1091;0;229
1094;0;230
1095;0;230
16023;0;24
13008;0;9
14044;0;10
1104;0;220
13009;0;217
15481;0;227
1108;0;11
1113;0;5
13510;0;23
1120;0;8
14983;0;18
11989;0;17
1142;0;229
1146;0;227
16024;0;12
16025;0;8
1159;0;217
13010;0;229
16026;0;230
1167;0;229
1169;0;217
1172;0;0
1173;0;224
1175;0;19
14045;0;16
1187;0;214
1188;0;26
1198;0;24
15482;0;15
16027;0;12
15483;0;9
13011;0;229
1210;0;10
1213;0;230
16028;0;214
13012;0;21
14508;0;11
1225;0;15
15484;0;227
1228;0;221
1231;0;221
15485;0;24
14046;0;24
1240;0;17
1241;0;5
1244;0;220
13512;0;11
1251;0;23
14509;0;22
1258;0;19
1260;0;216
13014;0;221
1265;0;20
16029;0;22
1274;0;10
15486;0;221
1285;0;217
15487;0;18
1290;0;17
1292;0;23
1296;0;20
15488;0;12
1302;0;217
14510;0;5
11990;0;18
13514;0;10
13016;0;10
