season,award_name,player_id,team_id,staff_id,notes
1952-53,BOWL CUP TROPHY,,10,,
1952-53,JIM GREGORY TROPHY,,8,,unresolved_team=OilEmpire
1952-53,MARK MESSIER LEADERSHIP AWARD,42,,,
1953-54,MASTERTON TROPHY,447,,,
1953-54,BOILEDEGG'S TROPHY,,0,,
1953-54,BOWL CUP TROPHY,,0,,
1953-54,JIM GREGORY TROPHY,,0,,unresolved_team=LilBoiLoui
1953-54,MARK MESSIER LEADERSHIP AWARD,2703,,,
1954-55,MASTERTON TROPHY,396,,,
1954-55,BOILEDEGG'S TROPHY,,9,,
1954-55,BOWL CUP TROPHY,,10,,
1954-55,JIM GREGORY TROPHY,,9,,unresolved_team=MSO94
1954-55,MARK MESSIER LEADERSHIP AWARD,20,,,
1955-56,MASTERTON TROPHY,2703,,,
1955-56,BOILEDEGG'S TROPHY,,10,,
1955-56,BOWL CUP TROPHY,,10,,
1955-56,JIM GREGORY TROPHY,,10,,unresolved_team=Choog
1955-56,MARK MESSIER LEADERSHIP AWARD,3948,,,
1956-57,MASTERTON TROPHY,283,,,
1956-57,BOILEDEGG'S TROPHY,,10,,
1956-57,BOWL CUP TROPHY,,0,,
1956-57,JIM GREGORY TROPHY,,0,,unresolved_team=MatTheHab
1956-57,MARK MESSIER LEADERSHIP AWARD,4041,,,
1957-58,MASTERTON TROPHY,3675,,,
1957-58,BOILEDEGG'S TROPHY,,5,,
1957-58,BOWL CUP TROPHY,,5,,
1957-58,JIM GREGORY TROPHY,,5,,unresolved_team=Joey
1957-58,MARK MESSIER LEADERSHIP AWARD,4139,,,
1958-59,MASTERTON TROPHY,319,,,
1958-59,BOILEDEGG'S TROPHY,,5,,
1958-59,BOWL CUP TROPHY,,5,,
1958-59,JIM GREGORY TROPHY,,5,,unresolved_team=Joey
1958-59,MARK MESSIER LEADERSHIP AWARD,3041,,,
1959-60,MASTERTON TROPHY,3455,,,
1959-60,BOILEDEGG'S TROPHY,,5,,
1959-60,BOWL CUP TROPHY,,5,,
1959-60,JIM GREGORY TROPHY,,5,,unresolved_team=Joey
1959-60,MARK MESSIER LEADERSHIP AWARD,3947,,,
1960-61,MASTERTON TROPHY,3348,,,
1960-61,BOILEDEGG'S TROPHY,,5,,
1960-61,BOWL CUP TROPHY,,5,,
1960-61,JIM GREGORY TROPHY,,9,,unresolved_team=Tidus Mino
1960-61,MARK MESSIER LEADERSHIP AWARD,4040,,,
1961-62,MASTERTON TROPHY,2833,,,
1961-62,BOILEDEGG'S TROPHY,,0,,
1961-62,BOWL CUP TROPHY,,5,,
1961-62,JIM GREGORY TROPHY,,10,,unresolved_team=Choog
1961-62,MARK MESSIER LEADERSHIP AWARD,4138,,,
1962-63,MASTERTON TROPHY,225,,,
1962-63,BOILEDEGG'S TROPHY,,10,,
1962-63,BOWL CUP TROPHY,,3,,
1962-63,JIM GREGORY TROPHY,,10,,unresolved_team=Choog
1962-63,MARK MESSIER LEADERSHIP AWARD,4037,,,
1963-64,MASTERTON TROPHY,2831,,,
1963-64,BOILEDEGG'S TROPHY,,5,,
1963-64,BOWL CUP TROPHY,,5,,
1963-64,JIM GREGORY TROPHY,,5,,unresolved_team=Joey
1963-64,MARK MESSIER LEADERSHIP AWARD,4465,,,
1964-65,MASTERTON TROPHY,3053,,,
1964-65,BOILEDEGG'S TROPHY,,5,,
1964-65,BOWL CUP TROPHY,,5,,
1964-65,JIM GREGORY TROPHY,,9,,unresolved_team=Stlrs95
1964-65,MARK MESSIER LEADERSHIP AWARD,3856,,,
1965-66,MASTERTON TROPHY,3667,,,
1965-66,BOILEDEGG'S TROPHY,,3,,
1965-66,BOWL CUP TROPHY,,5,,
1965-66,JIM GREGORY TROPHY,,3,,unresolved_team=Parchie
1965-66,MARK MESSIER LEADERSHIP AWARD,4137,,,
1966-67,MASTERTON TROPHY,3153,,,
1966-67,BOILEDEGG'S TROPHY,,5,,
1966-67,BOWL CUP TROPHY,,3,,
1966-67,JIM GREGORY TROPHY,,5,,unresolved_team=Joey
1966-67,MARK MESSIER LEADERSHIP AWARD,4044,,,
1967-68,MASTERTON TROPHY,3867,,,
1967-68,BOILEDEGG'S TROPHY,,3,,
1967-68,BOWL CUP TROPHY,,3,,
1967-68,JIM GREGORY TROPHY,,0,,unresolved_team=Skyvendrake
1967-68,MARK MESSIER LEADERSHIP AWARD,4466,,,
1942-43,ROGER CROZIER SAVING GRACE TROPHY,68,,,
1942-43,PLUS/MINUS TROPHY,191,,,
1942-43,THE MASTERS' GREEN JACKET,496,,,complex_winner=C-Clint Smith (-35); unresolved_player=C-Clint Smith (-35)
1943-44,ROGER CROZIER SAVING GRACE TROPHY,69,,,
1943-44,PLUS/MINUS TROPHY,0,,,
1943-44,THE MASTERS' GREEN JACKET,272,,,complex_winner=LW-Alex Kaleta (-28); unresolved_player=LW-Alex Kaleta (-28)
1944-45,ROGER CROZIER SAVING GRACE TROPHY,148,,,
1944-45,PLUS/MINUS TROPHY,110,,,
1944-45,THE MASTERS' GREEN JACKET,545,,,complex_winner=RW-Grant Warwick (-33); unresolved_player=RW-Grant Warwick (-33)
1945-46,ROGER CROZIER SAVING GRACE TROPHY,231,,,
1945-46,PLUS/MINUS TROPHY,2239,,,
1945-46,THE MASTERS' GREEN JACKET,2701,,,complex_winner=RW-Ike Hildebrand (-34); unresolved_player=RW-Ike Hildebrand (-34)
1946-47,ROGER CROZIER SAVING GRACE TROPHY,69,,,
1946-47,PLUS/MINUS TROPHY,220,,,
1946-47,THE MASTERS' GREEN JACKET,385,,,complex_winner=D-Hugh Millar (-30); unresolved_player=D-Hugh Millar (-30)
1947-48,ROGER CROZIER SAVING GRACE TROPHY,458,,,
1947-48,PLUS/MINUS TROPHY,56,,,
1947-48,THE MASTERS' GREEN JACKET,13,,,complex_winner=C-Syl Apps (-33); unresolved_player=C-Syl Apps (-33)
1947-48,BOWL RISING STAR,2961,,,
1948-49,ROGER CROZIER SAVING GRACE TROPHY,458,,,
1948-49,PLUS/MINUS TROPHY,511,,,
1948-49,THE MASTERS' GREEN JACKET,164,,,complex_winner=D-Pat Egan (-41); unresolved_player=D-Pat Egan (-41)
1948-49,BOWL RISING STAR,3061,,,
1949-50,ROGER CROZIER SAVING GRACE TROPHY,2961,,,
1949-50,PLUS/MINUS TROPHY,225,,,
