PlayerId;TeamId;FranchiseId;GP;G;A;+/-;PIM;PP G;PP A;SH G;SH A;Fights;Fights_Won;HIT;GvA;TkA;SB;GR;Game Rating Off;Game Rating Def;SOG;TOI;PPTOI;SHTOI;PDO;GF/60;GA/60;SF/60;SA/60;CF;CA;CF%;CF% rel;FF;FA;FF%;FF% rel;GWG;FO;FOW
5051;5;5;25;1;9;-2;12;0;0;0;0;2;0;32;23;9;20;62;56;67;34;19712;1178;3011;101.9;2.4;2.6;20.1;25.8;182;269;40.4;-5.7;121;164;42.5;-5.8;0;60;22
4723;9;9;28;11;17;-2;37;3;8;1;0;1;0;25;28;19;12;68;62;71;66;26877;6883;641;95.1;2.8;3.2;29.3;22.2;358;334;51.7;6.4;256;192;57.1;10.4;1;486;264
5231;121;121;26;4;15;3;11;1;0;0;1;1;0;33;14;14;12;65;63;64;56;22228;1408;4065;98.9;4.5;4.0;33.8;28.0;361;269;57.3;4.7;250;206;54.8;5.0;0;91;39
5232;123;123;28;9;8;-6;17;0;2;1;1;1;0;59;24;16;19;69;64;67;58;28585;2408;2808;99.4;2.8;3.8;20.9;27.2;317;364;46.5;1.9;204;249;45.0;2.7;2;210;94
4934;130;130;28;7;8;-5;18;0;1;1;1;2;0;27;24;12;11;59;55;63;35;28073;970;1145;98.2;2.2;3.1;22.2;26.4;268;331;44.7;-1.8;195;242;44.6;-3.0;3;126;45
4146;0;0;25;22;18;10;27;10;9;0;0;1;0;41;26;10;17;82;76;72;109;25267;4967;322;103.7;3.8;2.1;29.1;22.5;358;283;55.9;1.6;252;179;58.5;3.2;6;11;3
5643;120;120;30;2;7;-3;12;0;0;1;0;0;0;25;6;13;80;62;52;71;32;27571;410;5397;96.7;2.4;3.1;26.1;25.5;346;330;51.2;-3.1;220;235;48.4;-2.2;1;0;0
5233;118;118;17;2;5;-3;6;0;1;0;0;0;0;8;4;7;2;62;58;60;21;10420;714;55;97.2;2.1;3.1;24.5;27.6;132;138;48.9;-1.1;85;87;49.4;-1.4;0;1;1
4149;5;5;25;4;7;5;10;0;0;0;0;0;0;22;7;11;3;60;54;64;32;10384;1329;1694;102.0;3.8;2.4;30.2;22.9;132;145;47.7;3.5;96;85;53.0;7.1;0;29;10
4728;130;130;28;2;5;2;20;0;0;0;2;0;0;32;27;16;18;62;51;70;29;21779;47;2429;102.1;1.8;1.8;20.3;26.4;203;263;43.6;-3.2;143;181;44.1;-3.3;0;203;81
5053;5;5;15;4;1;-5;13;0;0;1;0;1;0;33;7;8;4;64;57;69;26;12662;150;854;93.5;1.7;3.4;23.9;25.0;134;160;45.6;1.4;94;103;47.7;-0.5;0;8;1
4475;3;3;26;12;17;17;10;2;2;0;1;0;0;56;35;17;15;76;71;75;61;25813;5997;381;105.1;4.2;1.8;29.4;19.9;351;280;55.6;0.3;240;169;58.7;-1.1;0;13;5
4729;10;10;27;9;14;-6;4;4;4;0;1;0;0;46;32;17;5;72;68;68;70;23394;6418;1080;96.3;3.4;4.5;30.5;30.2;340;312;52.1;-3.4;238;235;50.3;-4.7;0;1;0
5854;0;0;25;3;22;4;4;2;15;0;0;0;0;33;6;12;27;66;62;67;46;26323;4786;1327;100.9;3.1;2.5;26.0;22.0;353;279;55.9;1.6;225;190;54.2;-3.1;1;0;0
5235;9;9;7;0;2;0;2;0;0;0;0;0;0;6;2;4;4;60;52;69;4;2456;24;304;99.5;2.9;2.9;29.3;27.8;27;43;38.6;-10.2;22;23;48.9;-3.9;0;0;0
4730;121;121;26;6;13;4;15;0;3;0;1;1;0;42;21;23;21;65;60;70;65;24164;1597;4611;101.4;3.7;3.3;31.0;30.8;364;335;52.1;-2.8;247;235;51.2;-0.1;1;64;39
5405;5;5;25;12;12;-6;10;1;5;0;0;0;0;16;18;30;11;69;63;72;47;24700;4755;214;99.4;3.2;3.4;25.7;25.7;279;320;46.6;2.8;205;215;48.8;2.8;2;345;171
5057;123;123;28;0;4;-10;28;0;0;0;1;2;0;28;5;14;40;60;52;66;17;25345;99;4051;97.2;1.6;3.1;21.0;30.7;280;369;43.1;-3.1;179;256;41.1;-2.9;0;0;0
4601;3;3;26;19;18;22;45;3;5;0;0;3;1;14;32;23;15;76;70;73;100;25583;5819;228;105.1;5.2;2.0;37.0;22.0;433;312;58.1;4.2;298;181;62.2;4.3;5;417;211
4731;121;121;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;51;50;0;381;0;0;100.0;0.0;0.0;47.2;37.7;8;5;61.5;17.0;6;4;60.0;17.4;0;0;0
5856;122;122;28;22;11;-9;34;5;3;1;0;2;0;19;33;19;14;74;71;68;91;27389;7118;1197;100.4;3.3;3.5;27.3;30.6;359;403;47.1;-5.9;245;281;46.6;-4.5;4;388;187
5236;118;118;28;2;4;1;16;0;0;0;0;0;0;15;2;9;47;59;52;66;23;25983;114;1797;102.0;3.2;3.0;22.9;25.6;317;341;48.2;-3.0;209;223;48.4;-3.7;0;0;0
4938;3;3;26;10;20;18;10;1;2;0;0;0;0;40;37;12;21;71;64;72;93;24346;5783;0;104.7;5.2;2.4;31.8;20.4;353;303;53.8;-2.3;241;161;60.0;0.7;2;0;0
5058;10;10;27;9;10;-6;8;0;1;2;3;0;0;37;24;10;16;65;65;60;93;26241;1456;3826;92.9;3.0;4.5;31.1;27.0;408;330;55.3;1.0;265;229;53.6;0.1;0;7;5
3862;123;123;28;6;6;0;28;0;0;1;1;2;0;39;16;15;12;63;58;66;30;16701;139;4422;103.4;2.8;3.2;21.1;32.8;169;233;42.0;-4.0;108;181;37.4;-7.3;1;55;19
6101;10;10;27;3;10;-6;28;1;0;1;1;2;1;24;14;6;18;55;58;58;28;22122;502;1614;95.1;2.9;4.2;29.9;28.8;329;288;53.3;-1.7;216;205;51.3;-3.1;0;83;41
4355;10;10;27;7;6;-5;7;0;0;0;0;1;1;22;29;25;26;63;57;66;51;24009;202;1206;96.6;2.8;3.6;30.6;28.3;353;313;53.0;-2.2;239;224;51.6;-2.8;2;286;135
5406;5;5;18;0;5;10;2;0;0;0;1;0;0;26;7;12;29;64;53;73;17;17279;865;1309;107.1;3.5;1.7;26.3;26.0;199;241;45.2;1.3;144;148;49.3;3.2;0;0;0
4479;123;123;28;1;4;-3;10;0;0;0;0;0;0;29;6;8;42;60;52;69;13;23935;186;2249;101.0;2.0;2.4;19.9;27.2;262;301;46.5;1.7;159;205;43.7;0.7;0;0;0
4357;123;123;28;8;7;-5;12;2;1;0;0;0;0;16;10;24;15;66;59;71;32;26201;5410;777;99.4;2.6;3.3;24.0;28.7;308;355;46.5;1.7;202;241;45.6;3.5;0;411;232
6102;5;5;24;9;6;6;8;2;1;0;0;0;0;8;13;8;9;62;57;63;37;13776;1692;57;108.3;3.9;1.8;25.1;24.8;147;205;41.8;-2.9;105;119;46.9;0.9;0;5;5
4734;119;119;27;4;4;-6;20;0;0;2;0;2;1;33;10;4;8;58;54;58;20;12856;464;1429;96.1;2.5;4.5;17.6;24.6;113;140;44.7;-0.9;74;96;43.5;-1.4;0;5;4
