Game Id;PlayerId;TeamId;Game Rating;SA;GA;SV;SV%;TOI;PIM
7665;3679;121;43;27;5;22;.815;3541300;0
7332;4142;120;81;23;1;22;.957;3600000;0
7332;4472;123;0;0;0;0;.00nan;0;0
7332;4603;123;75;27;2;25;.926;3600000;0
7332;4958;120;0;0;0;0;.00nan;0;0
7320;3955;8;84;30;2;28;.933;3600000;0
7320;3139;10;0;0;0;0;.00nan;0;0
7320;5090;8;0;0;0;0;.00nan;0;0
7320;5106;10;55;15;2;13;.867;3600000;0
7270;4048;118;0;0;0;0;.00nan;0;0
7270;5060;118;61;12;1;11;.917;3600000;0
7270;4616;119;0;0;0;0;.00nan;0;0
7270;5103;119;86;26;1;25;.962;3600000;0
7299;4598;9;23;10;4;6;.600;1029700;0
7299;4735;3;0;0;0;0;.00nan;0;0
7299;2959;3;91;17;0;17;1.000;3600000;0
7299;2961;9;27;12;4;8;.667;2570300;0
7345;4472;123;57;29;4;25;.862;3567900;0
7345;4933;122;70;28;3;25;.893;3600000;0
7345;4051;122;0;0;0;0;.00nan;0;0
7345;4603;123;0;0;0;0;.00nan;0;0
7316;4343;5;64;26;3;23;.885;3600000;0
7316;4150;0;0;0;0;0;.00nan;0;0
7316;4960;0;28;24;6;18;.750;3600000;0
7316;4379;5;0;0;0;0;.00nan;0;0
7313;4735;3;55;28;4;24;.857;3600000;0
7313;3139;10;0;0;0;0;.00nan;0;0
7313;5106;10;90;28;1;27;.964;3600000;0
7313;2959;3;0;0;0;0;.00nan;0;0
7281;4142;120;92;18;0;18;1.000;3600000;0
7281;4048;118;0;0;0;0;.00nan;0;0
7281;5060;118;89;28;1;27;.964;3582100;0
7281;4958;120;0;0;0;0;.00nan;0;0
7667;4472;123;0;0;0;0;.00nan;0;0
7667;4603;123;93;18;0;18;1.000;3600000;0
7667;3139;10;0;0;0;0;.00nan;0;0
7667;5106;10;100;26;0;26;1.000;3600000;0
7342;4598;9;0;0;0;0;.00nan;0;0
7342;4933;122;96;43;3;40;.930;3574500;0
7342;4051;122;0;0;0;0;.00nan;0;0
7342;2961;9;66;27;3;24;.889;3600000;0
7280;4048;118;0;0;0;0;.00nan;0;0
7280;5060;118;100;26;0;26;1.000;3600000;0
7280;4616;119;0;0;0;0;.00nan;0;0
7280;5103;119;67;22;2;20;.909;3523300;0
7372;3541;121;0;0;0;0;.00nan;0;0
7372;4472;123;0;0;0;0;.00nan;0;0
7372;4603;123;49;18;3;15;.833;3600000;0
7372;3679;121;100;23;0;23;1.000;3600000;0
7368;3955;8;0;0;0;0;.00nan;0;0
7368;3139;10;0;0;0;0;.00nan;0;0
7368;5090;8;68;32;4;28;.875;3580500;0
7368;5106;10;91;36;3;33;.917;3600000;0
