PlayerId;League;Team
440;4;87
441;4;75
442;4;74
443;4;66
444;4;83
445;4;85
446;4;73
447;4;83
449;4;64
450;4;78
452;4;76
453;4;77
455;4;76
456;4;75
457;4;69
458;4;67
460;4;72
461;4;66
462;4;80
464;4;82
465;4;75
469;4;72
471;4;67
472;4;65
474;4;83
475;4;85
476;4;80
477;4;83
479;4;80
480;4;82
481;4;80
483;4;83
484;4;67
485;4;69
486;4;86
487;4;79
488;4;69
489;4;86
490;4;87
491;4;76
492;4;81
493;4;80
494;4;86
495;4;77
497;4;83
498;4;65
499;4;77
500;4;87
501;4;66
502;4;71
504;4;71
505;4;71
507;4;67
510;4;74
511;4;71
512;4;87
513;4;67
515;4;85
516;4;83
517;4;83
518;4;87
519;4;77
520;4;83
521;4;72
522;4;69
524;4;84
526;4;84
527;4;76
528;4;64
529;4;73
530;4;73
531;4;68
532;4;75
533;4;83
534;4;77
535;4;72
536;4;85
537;4;85
538;4;64
539;4;66
540;4;84
541;4;85
542;4;78
543;4;67
544;4;79
545;4;72
546;4;73
547;4;79
548;4;65
549;4;76
550;4;84
551;4;74
552;4;73
553;4;73
554;4;85
555;4;66
556;4;73
557;4;80
558;4;85
559;4;85
560;4;64
561;4;70
562;4;70
563;4;77
564;4;83
565;4;80
566;4;70
567;4;66
568;4;83
569;4;84
570;4;80
571;4;80
572;4;66
573;4;67
574;4;71
575;4;66
576;4;76
577;4;65
578;4;70
579;4;82
580;4;64
581;4;83
582;4;82
583;4;87
584;4;69
585;4;65
586;4;64
587;4;78
588;4;68
589;4;79
590;4;77
593;4;74
594;4;66
595;4;74
596;4;79
597;4;73
599;4;67
600;4;87
601;4;87
602;4;74
604;4;75
606;4;87
607;4;73
608;4;73
610;4;73
611;4;69
613;4;72
614;4;78
615;4;78
616;4;74
618;4;86
619;4;65
620;4;77
621;4;82
622;4;64
623;4;77
627;4;64
628;4;82
629;4;82
630;4;75
631;4;80
632;4;69
633;4;80
634;4;76
636;4;66
638;4;70
639;4;83
640;4;66
641;4;81
644;4;84
645;4;78
646;4;85
647;4;66
648;4;71
649;4;71
650;4;73
651;4;69
652;4;74
653;4;68
654;4;81
658;4;66
659;4;80
660;4;73
661;4;82
662;4;78
663;4;65
664;4;64
665;4;67
666;4;72
668;4;67
670;4;70
671;4;80
672;4;64
673;4;66
676;4;72
677;4;66
678;4;66
679;4;82
681;4;71
682;4;83
683;4;81
684;4;67
685;4;82
686;4;78
687;4;76
688;4;69
689;4;74
690;4;78
691;4;80
692;4;69
693;4;84
694;4;82
695;4;68
696;4;84
697;4;86
698;4;79
699;4;79
700;4;65
701;4;64
703;4;68
704;4;78
705;4;83
707;4;70
708;4;76
709;4;64
710;4;75
711;4;87
712;4;64
713;4;78
716;4;85
717;4;81
719;4;85
722;4;66
724;4;73
727;4;81
728;4;84
729;4;76
730;4;72
732;4;66
737;4;65
738;4;73
739;4;73
741;4;81
744;4;72
745;4;70
749;4;65
750;4;71
751;4;64
752;4;68
753;4;77
754;4;76
757;4;69
758;4;70
760;4;82
762;4;76
764;4;64
766;4;72
767;4;70
768;4;86
769;4;75
772;4;72
773;4;79
774;4;67
775;4;71
776;4;86
777;4;84
778;4;81
779;4;74
780;4;72
781;4;74
782;4;86
783;4;87
784;4;75
785;4;69
786;4;76
787;4;71
788;4;75
789;4;79
790;4;69
791;4;83
794;4;83
795;4;81
797;4;71
799;4;66
801;4;79
802;4;71
804;4;72
805;4;79
809;4;76
810;4;71
811;4;87
812;4;70
813;4;68
814;4;71
815;4;79
816;4;79
818;4;68
819;4;71
820;4;70
821;4;87
822;4;64
823;4;78
824;4;68
825;4;75
826;4;75
827;4;86
828;4;79
829;4;78
830;4;87
831;4;87
832;4;73
833;4;69
834;4;64
835;4;67
836;4;81
837;4;76
838;4;78
840;4;83
841;4;80
843;4;83
845;4;84
846;4;73
848;4;74
849;4;71
850;4;74
851;4;83
852;4;67
853;4;81
854;4;77
856;4;66
857;4;71
858;4;78
859;4;87
860;4;68
861;4;69
862;4;76
863;4;68
864;4;68
865;4;81
866;4;76
867;4;66
868;4;81
869;4;73
870;4;66
872;4;87
874;4;81
875;4;69
876;4;70
877;4;83
878;4;65
879;4;74
880;4;73
882;4;80
883;4;67
884;4;65
885;4;74
886;4;64
891;4;78
892;4;78
893;4;65
894;4;78
895;4;74
896;4;80
897;4;76
898;4;84
901;4;80
902;4;68
905;4;74
906;4;87
907;4;77
908;4;82
909;4;80
911;4;71
912;4;69
913;4;69
914;4;74
915;4;79
916;4;74
917;4;76
918;4;79
921;4;87
924;4;76
927;4;82
928;4;78
931;4;68
932;4;86
934;4;78
936;4;73
937;4;74
938;4;82
939;4;78
940;4;79
943;4;66
945;4;71
946;4;87
947;4;87
948;4;81
949;4;84
951;4;77
953;4;87
954;4;73
957;4;64
958;4;65
960;4;73
961;4;74
962;4;71
964;4;82
966;4;84
968;4;84
969;4;67
970;4;81
971;4;70
972;4;80
973;4;68
974;4;68
975;4;81
976;4;71
977;4;86
978;4;77
979;4;71
980;4;78
981;4;71
982;4;67
983;4;76
984;4;76
985;4;76
987;4;86
988;4;72
989;4;70
990;4;76
991;4;70
992;4;73
993;4;73
994;4;81
995;4;74
996;4;81
997;4;83
998;4;71
999;4;76
1000;4;65
1001;4;74
1002;4;81
1003;5;89
1004;5;99
1005;5;98
1006;5;95
1007;5;101
1008;5;97
1009;5;88
1010;5;98
1011;5;90
1012;5;95
1013;5;93
1014;5;90
1015;5;88
1016;5;93
1017;5;93
1018;5;98
1019;5;99
1020;5;98
1021;5;92
1022;5;89
1023;5;89
1024;5;91
1025;5;91
1026;5;96
1027;5;91
1028;5;88
1029;5;94
1030;5;97
1031;5;100
1032;5;101
1033;5;97
1034;5;95
1035;5;88
1036;5;90
1037;5;94
1038;5;96
1039;5;101
1040;5;98
1041;5;94
1042;5;90
1043;5;94
1044;5;89
1045;5;101
1046;5;97
1047;5;98
1048;5;92
1049;5;98
1050;5;95
1051;5;99
1052;5;94
1053;5;91
1054;5;90
1055;5;96
1056;5;90
1057;5;100
1058;5;96
1059;5;98
1060;5;100
1061;5;89
1062;5;100
1063;5;97
1064;5;91
1065;5;99
1066;5;95
1067;5;97
1068;5;96
1069;5;96
1070;5;88
1071;5;99
1072;5;92
1073;5;88
1074;5;99
1075;5;92
1076;5;96
1077;5;93
1078;5;97
1079;5;98
1080;5;99
1081;5;89
1082;5;99
1083;5;93
1084;5;93
1085;5;100
1086;5;88
1087;5;98
1088;5;101
1089;5;98
1090;5;97
1091;5;99
1092;5;95
1093;5;93
1094;5;90
1095;5;94
1096;5;93
1097;5;100
1098;5;96
1099;5;99
1100;5;100
1101;5;97
1102;5;99
1103;5;94
1104;5;92
1105;5;101
1106;5;97
1107;5;97
1108;5;98
1109;5;96
1110;5;94
1111;5;101
1112;5;93
1113;5;101
1114;5;88
1115;5;89
1116;5;101
1117;5;88
1118;5;92
1119;5;95
1120;5;94
1121;5;93
1122;5;89
1123;5;96
1124;5;91
1125;5;95
1126;5;90
1127;5;89
1128;5;89
1129;5;89
1130;5;88
1131;5;96
1132;5;94
1133;5;88
1134;5;94
1135;5;94
1136;5;94
1137;5;92
1138;5;97
1139;5;95
1140;5;97
1141;5;91
1142;5;91
1143;5;93
1144;5;94
1145;5;88
1146;5;93
1147;5;97
1148;5;95
1149;5;88
1150;5;99
1151;5;95
1152;5;94
1153;5;95
1154;5;98
1155;5;98
1156;5;98
1157;5;98
1158;5;93
1159;5;91
1160;5;90
1161;5;100
1162;5;101
1163;5;88
1164;5;94
1165;5;99
1166;5;91
1167;5;94
1168;5;92
1169;5;91
1170;5;96
1171;5;95
1172;5;92
1173;5;94
1174;5;93
1175;5;92
1176;5;97
1177;5;100
1178;5;91
1179;5;100
1180;5;101
1181;5;101
1182;5;88
1183;5;90
1184;5;92
1185;5;99
1186;5;89
1187;5;89
1188;5;98
1189;5;97
1190;5;96
1191;5;91
1192;5;91
1193;5;94
1194;5;97
1195;5;99
1196;5;95
1197;5;92
1198;5;101
1199;5;100
1200;5;99
1201;5;93
1202;5;88
1203;5;95
1204;5;96
1205;5;89
1206;5;90
1207;5;99
1208;5;91
1209;5;91
1210;5;98
1211;5;97
1212;5;93
1213;5;95
1214;5;94
1215;5;97
1216;5;96
1217;5;94
1218;5;100
1219;5;94
1220;5;95
1221;5;92
1222;5;89
1223;5;99
1224;5;91
1225;5;101
1226;5;100
1227;5;97
1228;5;95
1229;5;99
1230;5;98
1231;5;100
1232;5;95
1233;5;90
1234;5;93
1235;5;91
1236;5;97
1237;5;88
1238;5;98
1239;5;98
1240;5;98
1241;5;91
1242;5;89
1243;5;92
1244;5;99
1245;5;96
1246;5;96
1247;5;101
1248;5;91
1249;5;96
1250;5;88
1251;5;92
1252;5;94
1253;5;93
1254;5;90
1255;5;90
1256;5;99
1257;5;96
1258;5;92
1259;5;100
1260;5;96
1261;5;100
1262;5;89
1263;5;101
1264;5;90
1265;5;90
1266;5;94
1267;5;90
1268;5;98
1269;5;99
1270;5;89
1271;5;95
1272;5;96
1273;5;90
1274;5;101
1275;5;95
1276;5;90
1277;5;89
1278;5;101
1279;5;90
1280;5;93
1281;5;90
1282;5;89
1283;5;100
1284;5;92
1285;5;88
1286;5;96
1287;5;88
1288;5;96
1289;5;93
1290;5;91
1291;5;98
1292;5;97
1293;5;94
1294;5;92
1295;5;92
1296;5;98
1297;5;100
1298;5;95
1299;5;95
1300;5;90
1301;5;101
1302;5;98
1303;5;90
1304;5;91
1305;5;92
1306;5;92
1307;5;100
1308;5;89
1309;5;90
1310;5;92
1311;5;98
1312;5;94
1313;5;100
1314;5;94
1315;5;88
1316;5;95
1317;5;93
1318;5;90
1319;5;101
1320;5;97
1321;5;88
1322;5;89
1323;5;97
1324;5;91
1325;5;91
1326;5;93
1327;5;91
1328;5;93
1329;5;93
1330;5;99
1331;5;90
1332;5;97
1333;5;92
1334;5;100
1335;5;100
1336;5;101
1337;5;92
1338;5;98
1339;5;101
1340;5;92
1341;5;93
1342;5;91
1343;5;95
1344;5;97
1345;5;90
1346;5;96
1347;5;99
1348;5;100
1349;5;99
1350;5;96
1351;5;99
1352;5;97
1353;5;91
1354;5;95
1355;5;101
1356;5;99
1357;5;96
1358;5;94
1359;5;92
1360;5;91
1361;5;90
1362;5;91
1363;5;96
1364;5;100
1365;5;90
1366;5;92
1367;5;95
1368;5;88
1369;5;101
1370;5;94
1371;5;93
1372;5;100
1373;5;92
1374;5;89
1375;5;94
1376;5;96
1377;5;94
1378;5;100
1379;5;90
1380;5;100
1381;5;89
1382;5;101
1383;5;90
1384;5;93
1385;5;97
1386;5;100
1387;5;99
1388;5;101
1389;5;101
1390;5;89
1391;5;93
1392;5;92
1393;5;93
1394;5;95
1395;5;93
1396;5;97
1397;5;88
1398;5;88
1399;5;88
1400;6;104
1401;6;118
1402;6;112
1403;6;112
1404;6;114
1405;6;103
1406;6;110
1407;6;117
1408;6;120
1409;6;104
1410;6;105
1411;6;111
1412;6;107
1413;6;112
1414;6;123
1415;6;118
1416;6;109
1417;6;109
1418;6;103
1419;6;104
1420;6;110
1421;6;118
1422;6;107
1423;6;108
1424;6;105
1425;6;111
1426;6;113
1427;6;109
1428;6;114
1429;6;104
1430;6;106
1431;6;103
1432;6;116
1433;6;103
1434;6;107
1435;6;112
1436;6;102
1437;6;116
1438;6;116
1439;6;110
1440;6;111
1441;6;105
1442;6;108
1443;6;106
1444;6;119
1445;6;109
1446;6;119
1447;6;104
1448;6;119
1449;6;118
1450;6;103
1451;6;108
1452;6;116
1453;6;108
1454;6;121
1455;6;118
1456;6;120
1457;6;112
1458;6;118
1459;6;115
1460;6;109
1461;6;118
1462;6;102
1463;6;110
1464;6;122
1465;6;112
1466;6;107
1467;6;109
1468;6;103
1469;6;120
1470;6;116
1471;6;113
1472;6;104
1473;6;109
1474;6;105
1475;6;104
1476;6;111
1477;6;117
1478;6;114
1479;6;107
1480;6;109
1481;6;122
1482;6;115
1483;6;105
1484;6;119
1485;6;110
1486;6;120
1487;6;107
1488;6;120
1489;6;107
1490;6;105
1491;6;107
1492;6;108
1493;6;111
1494;6;121
1495;6;115
1496;6;118
1497;6;102
1498;6;109
1499;6;107
1500;6;110
1501;6;109
1502;6;115
1503;6;103
1504;6;104
1505;6;112
1506;6;104
1507;6;115
1508;6;115
1509;6;105
1510;6;105
1511;6;104
1512;6;106
1513;6;119
1514;6;107
1515;6;107
1516;6;109
1517;6;119
1518;6;115
1519;6;108
1520;6;119
1521;6;103
1522;6;110
1523;6;114
1524;6;105
1525;6;116
1526;6;120
1527;6;123
1528;6;105
1529;6;118
1530;6;110
1531;6;114
1532;6;103
1533;6;103
1534;6;109
1535;6;115
1536;6;106
1537;6;115
1538;6;107
1539;6;104
1540;6;106
1541;6;107
1542;6;103
1543;6;104
1544;6;110
1545;6;109
1546;6;108
1547;6;118
1548;6;104
1549;6;102
1550;6;106
1551;6;106
1552;6;114
1553;6;115
1554;6;120
1555;6;108
1556;6;105
1557;6;106
1558;6;102
1559;6;116
1560;6;113
1561;6;102
1562;6;102
1563;6;108
1564;6;122
1565;6;104
1566;6;122
1567;6;123
1568;6;117
1569;6;103
1570;6;102
1571;6;113
1572;6;118
1573;6;102
1574;6;113
1575;6;120
1576;6;104
1577;6;110
1578;6;112
1579;6;117
1580;6;107
1581;6;108
1582;6;107
1583;6;117
1584;6;113
1585;6;102
1586;6;118
1587;6;113
1588;6;103
1589;6;105
1590;6;104
1591;6;123
1592;6;120
1593;6;109
1594;6;103
1595;6;105
1596;6;102
1597;6;122
1598;6;121
1599;6;111
1600;6;105
1601;6;120
1602;6;122
1603;6;110
1604;6;109
1605;6;115
1606;6;106
1607;6;116
1608;6;114
1609;6;112
1610;6;123
1611;6;117
1612;6;114
1613;6;104
1614;6;105
1615;6;103
1616;6;112
1617;6;121
1618;6;109
1619;6;109
1620;6;120
1621;6;120
1622;6;122
1623;6;123
1624;6;123
1625;6;123
1626;6;114
1627;6;109
1628;6;103
1629;6;111
1630;6;102
1631;6;121
1632;6;105
1633;6;114
1634;6;109
1635;6;120
1636;6;121
1637;6;112
1638;6;122
1639;6;109
1640;6;122
1641;6;122
1642;6;110
1643;6;117
1644;6;118
1645;6;122
1646;6;107
1647;6;118
1648;6;112
1649;6;123
1650;6;102
1651;6;122
1652;6;115
1653;6;102
1654;6;114
1655;6;109
1656;6;122
1657;6;122
1658;6;114
1659;6;116
1660;6;109
1661;6;106
1662;6;118
1663;6;105
1664;6;104
1665;6;105
1666;6;105
1667;6;111
1668;6;123
1669;6;118
1670;6;113
1671;6;114
1672;6;119
1673;6;119
1674;6;111
1675;6;108
1676;6;106
1677;6;120
1678;6;118
1679;6;111
1680;6;103
1681;6;105
1682;6;123
1683;6;102
1684;6;120
1685;6;111
1686;6;102
1687;6;115
1688;6;107
1689;6;119
1690;6;110
1691;6;106
1692;6;123
1693;6;104
1694;6;116
1695;6;111
1696;6;121
1697;6;102
1698;6;118
1699;6;104
1700;6;107
1701;6;106
1702;6;103
1703;6;120
1704;6;118
1705;6;105
1706;6;110
1707;6;113
1708;6;103
1709;6;108
1710;6;108
1711;6;110
1712;6;117
1713;6;121
1714;6;110
1715;6;103
1716;6;102
1717;6;108
1718;6;123
1719;6;107
1720;6;106
1721;6;119
1722;6;108
1723;6;123
1724;6;106
1725;6;118
1726;6;114
1727;6;112
1728;6;123
1729;6;110
1730;6;119
1731;6;117
1732;6;122
1733;6;123
1734;6;120
1735;6;117
1736;6;109
1737;6;110
1738;6;106
1739;6;112
1740;6;115
1741;6;116
1742;6;121
1743;6;110
1744;6;115
1745;6;109
1746;6;115
1747;6;106
1748;6;122
1749;6;107
1750;6;115
1751;6;102
1752;6;109
1753;6;112
1754;6;103
1755;6;106
1756;6;104
1757;6;115
1758;6;107
1759;6;104
1760;6;112
1761;6;109
1762;6;113
1763;6;107
1764;6;121
1765;6;103
1766;6;110
1767;6;107
1768;6;118
1769;6;116
1770;6;122
1771;6;119
1772;6;102
1773;6;103
1774;6;121
1775;6;118
1776;6;115
1777;6;111
1778;6;107
1779;6;122
1780;6;118
1781;6;106
1782;6;118
1783;6;117
1784;6;115
1785;6;104
1786;6;107
1787;6;120
1788;6;122
1789;6;122
1790;6;115
1791;6;123
1792;6;123
1793;6;119
1794;6;120
1795;6;111
1796;6;109
1797;6;116
1798;6;121
1799;6;113
1800;6;115
1801;6;105
1802;6;120
1803;6;111
1804;6;121
1805;6;104
1806;6;121
1807;6;109
1808;6;105
1809;6;110
1810;6;123
1811;6;112
1812;6;117
1813;6;116
1814;6;110
1815;6;110
1816;6;110
1817;6;109
1818;6;106
1819;6;112
1820;6;109
1821;6;117
1822;6;123
1823;6;111
1824;6;116
1825;6;115
1826;6;113
1827;6;113
1828;6;108
1829;6;121
1830;6;102
1831;6;110
1832;6;120
1833;6;123
1834;6;119
1835;6;113
1836;6;111
1837;6;104
1838;6;110
1839;6;110
1840;6;105
1841;6;115
1842;6;102
1843;6;114
1844;6;123
1845;6;105
1846;6;103
1847;6;110
1848;6;112
1849;6;113
1850;6;119
1851;6;102
1852;6;113
1853;6;120
1854;6;117
1855;6;121
1856;6;102
1857;6;104
1858;6;105
1859;6;122
1860;6;116
1861;6;105
1862;6;121
1863;6;109
1864;6;102
1865;6;109
1866;6;122
1867;6;114
1868;6;123
1869;6;119
1870;6;102
1871;6;123
1872;6;108
1873;6;115
1874;6;103
1875;6;116
1876;6;112
1877;6;119
1878;6;118
1879;6;104
1880;6;110
1881;6;117
1882;6;112
1883;6;108
1884;6;115
1885;6;111
1886;6;111
1887;6;119
1888;6;119
1889;6;122
1890;6;110
1891;6;107
1892;6;115
1893;6;121
1894;6;115
1895;6;116
1896;6;113
1897;6;104
1898;6;120
1899;6;107
1900;6;108
1901;6;120
1902;6;123
1903;6;103
1904;6;111
1905;6;106
1906;6;121
1907;6;119
1908;6;104
1909;6;118
1910;6;123
1911;6;104
1912;6;117
1913;6;122
1914;6;106
1915;6;106
1916;6;122
1917;6;120
1918;6;123
1919;6;122
1920;6;115
1921;6;103
1922;6;115
1923;6;102
1924;6;105
1925;6;123
1926;6;117
1927;6;108
1928;6;111
1929;6;107
1930;6;121
1931;6;123
1932;6;105
1933;6;107
1934;6;112
1935;6;116
1936;6;104
1937;6;102
1938;6;113
1939;6;120
1940;6;121
1941;6;105
1942;6;122
1943;6;109
1944;6;121
1945;6;119
1946;6;115
1947;6;116
1948;6;119
1949;6;107
1950;6;105
1951;6;118
1952;6;112
1953;6;119
1954;6;114
1955;6;104
1956;6;105
1957;6;116
1958;6;104
1959;6;121
1960;6;114
1961;6;111
1962;6;107
1963;6;119
1964;6;104
1965;6;114
1966;6;105
1967;6;102
1968;6;121
1969;6;120
1970;6;103
1971;6;121
1972;6;108
1973;6;116
1974;6;120
1975;6;105
1976;6;116
1977;6;116
1978;6;118
1979;6;113
1980;6;115
1981;6;111
1982;6;120
1983;6;117
1984;6;106
1985;6;104
1986;6;121
1987;6;113
1988;6;113
1989;6;115
1990;6;117
1991;6;117
1992;6;112
1993;6;113
1994;6;104
1995;6;109
1996;6;108
1997;6;112
1998;6;106
1999;6;110
2000;6;107
2001;6;116
2002;6;102
2003;6;106
2004;6;105
2005;6;120
2006;6;110
2007;6;107
2008;6;113
2009;6;118
2010;6;113
2011;6;104
2012;6;113
2013;6;114
2014;6;104
2015;6;121
2016;6;110
2017;6;110
2018;6;118
2019;6;102
2020;6;119
2021;6;121
2022;6;104
2023;6;108
2024;6;121
2025;6;107
2026;6;120
2027;6;120
2028;6;108
2029;6;110
2030;6;102
2031;6;108
2032;6;118
2033;6;107
2034;6;111
2035;6;103
2036;6;111
2037;6;112
2038;6;108
2039;6;104
2040;6;108
2041;6;110
2042;6;104
2043;6;120
2044;6;115
2045;6;120
2046;6;109
2047;6;103
2048;6;114
2049;6;118
2050;6;116
2051;6;121
2052;6;111
2053;6;109
2054;6;118
2055;6;116
2056;6;110
2057;6;110
2058;6;104
2059;6;109
2060;6;121
2061;6;122
2062;6;103
2063;6;122
2064;6;103
2065;6;104
2066;6;113
2067;6;103
2068;6;114
2069;6;114
2070;6;114
2071;6;116
2072;6;117
2073;6;117
2074;6;118
2075;6;113
2076;6;109
2077;6;118
2078;6;105
2079;6;111
2080;6;112
2081;6;120
2082;6;110
2083;6;105
2084;6;105
2085;6;118
2086;6;122
2087;6;114
2088;6;117
2089;6;114
2090;6;105
2091;6;103
2092;6;120
2093;6;104
2094;6;113
2095;6;109
2096;6;112
2097;6;115
2098;6;108
2099;6;109
2100;6;105
2101;6;104
2102;6;107
2103;6;107
2104;6;104
2105;6;102
2106;6;112
2107;6;111
2108;6;107
2109;6;122
2110;6;110
2111;6;114
2112;6;114
2113;6;103
2114;6;104
2115;6;117
2116;6;112
2117;6;102
2118;6;112
2119;6;108
2120;6;117
2121;6;118
2122;6;111
2123;6;106
2124;6;110
2125;6;106
2126;6;105
2127;6;120
2128;6;116
2129;6;103
2130;6;105
2131;6;104
2132;6;117
2133;6;111
2134;6;112
2135;6;112
2136;6;110
2137;6;110
2138;6;118
2139;6;109
2140;6;113
2141;6;109
2142;6;119
2143;6;110
2144;6;107
2145;6;109
2146;6;103
2147;6;105
2148;6;104
2149;6;116
2150;6;110
2151;6;112
2152;6;112
2153;6;112
2154;6;121
2155;6;114
2156;6;104
2157;6;104
2158;6;106
2159;6;105
2160;6;103
2161;6;104
2162;6;102
2163;6;112
2164;6;103
2165;6;112
2166;6;112
2167;6;112
2168;6;106
2169;6;114
2170;6;104
2171;6;103
2172;6;115
2173;6;119
2174;6;109
2175;6;103
2176;6;110
2177;6;113
2178;6;111
2179;6;120
2180;6;102
2181;6;103
2182;6;114
2183;6;110
2184;6;114
2185;6;114
2186;6;116
2187;6;103
2188;6;105
2189;6;120
2190;6;104
2191;6;119
2192;6;120
2193;6;122
2194;6;120
2195;6;118
2196;6;106
2197;6;106
2198;6;123
2199;6;105
2200;6;115
2201;6;104
2202;6;106
2203;6;105
2204;6;105
2205;6;104
2206;6;113
2207;6;105
2208;6;122
2209;6;111
2210;6;103
2211;6;111
2212;6;114
2213;6;117
2214;6;117
2215;6;103
2216;6;119
2217;6;107
2218;6;115
2219;6;119
2220;6;111
2221;6;110
2222;6;102
2223;6;111
2224;6;111
2225;6;104
2226;6;114
2227;6;120
2228;6;103
2229;6;103
2230;6;118
2231;6;121
2232;6;115
2233;6;104
2234;6;119
2235;6;110
2236;6;113
2237;6;107
2238;6;107
2239;6;108
2240;6;108
2241;6;109
2242;6;105
2243;6;102
2244;6;104
2245;6;115
2246;6;120
2247;6;106
2248;6;106
2249;6;121
2250;6;114
2251;6;104
2252;6;120
2253;6;104
2254;6;110
2255;6;113
2256;6;115
2257;6;111
2258;6;119
2259;6;119
2260;6;107
2261;6;108
2262;6;110
2263;6;121
2264;6;107
2265;6;113
2266;6;114
2267;6;110
2268;6;122
2269;6;113
2270;6;118
2271;6;114
2272;6;106
2273;6;112
2274;6;103
2275;6;114
2276;6;111
2277;6;112
2278;6;112
2279;6;118
2280;6;104
2281;6;117
2282;6;112
2283;6;110
2284;6;115
2285;6;118
2286;6;122
2287;6;118
