PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
243;1984;20;0;4;0;0;21;-4;0;0;0;0;60;0;7;66;17;6;3;0;0;2781;905;389;1;0
243;1985;20;0;4;1;0;0;-4;0;0;0;0;56;0;6;2;0;3;2;2;3;3453;0;50;0;0
243;1986;20;0;3;0;0;0;1;0;0;0;0;57;0;4;0;0;4;1;0;1;1676;103;9;0;0
279;1986;283;12;5;0;2;2;-3;0;0;0;0;54;0;3;0;0;3;0;1;3;4517;111;135;0;0
279;1985;283;12;4;0;3;9;2;0;1;0;0;65;0;6;0;0;3;0;2;7;3615;555;311;1;0
279;1984;236;9;5;0;1;0;0;0;1;0;0;63;0;10;0;0;0;3;0;10;3675;906;608;0;0
279;1979;236;9;3;1;2;7;2;1;0;0;0;71;0;8;0;0;3;0;4;4;3335;268;436;1;0
279;1980;25;0;7;0;3;0;5;0;0;0;0;61;0;13;0;0;3;1;5;6;6233;140;1591;0;0
279;1982;25;0;3;1;0;7;-3;0;0;0;0;59;0;6;0;0;2;2;1;6;2832;857;112;1;1
279;1983;25;0;7;0;4;2;-6;0;1;0;0;58;0;4;0;0;3;1;3;12;6772;308;307;0;0
364;1979;8;9999;5;2;12;8;-9;0;1;0;1;56;0;5;100;54;10;0;5;2;5313;608;326;0;0
364;1979;8;0;7;3;6;12;3;1;0;0;0;65;1;11;73;41;1;3;5;3;5502;418;32;2;0
364;1980;8;0;7;4;5;2;10;0;0;0;0;65;1;8;59;30;4;4;3;0;4856;0;73;0;0
364;1981;8;0;7;3;1;2;-2;0;0;0;0;62;0;11;53;25;3;1;4;1;3652;31;194;0;0
364;1982;8;0;7;2;1;10;-2;0;0;0;0;58;0;10;82;40;8;6;4;3;5192;317;152;0;0
364;1983;8;0;7;3;2;2;-3;1;0;0;0;49;0;11;65;29;6;4;0;2;5290;383;0;0;0
364;1984;8;0;7;1;3;2;-1;0;0;0;0;59;1;6;72;34;8;2;0;1;5749;260;0;0;0
364;1985;8;0;7;0;2;5;2;0;0;0;0;58;0;2;36;14;6;0;3;2;3195;246;260;1;0
364;1986;8;0;7;0;5;12;5;0;0;0;0;62;0;4;66;35;10;4;3;1;4549;14;0;1;0
370;1986;18;0;1;0;0;2;-1;0;0;0;0;56;0;2;0;0;0;1;0;0;603;344;0;0;0
370;1979;18;0;7;2;5;9;2;1;3;0;0;71;0;11;7;3;12;6;4;2;5921;1757;275;1;0
370;1980;18;0;7;6;6;24;6;3;2;0;0;78;1;27;0;0;13;3;3;1;5856;1452;113;2;1
370;1981;18;0;7;2;9;11;6;1;2;0;0;78;0;26;6;2;10;2;7;3;5605;1674;315;1;0
370;1982;18;0;7;2;5;0;7;0;0;0;0;72;0;28;5;3;11;5;4;0;5648;1549;228;0;0
370;1983;18;0;7;3;2;2;8;0;0;0;0;68;1;13;0;0;4;2;4;0;5272;27;0;0;0
370;1984;18;0;7;0;3;0;-1;0;0;0;0;65;0;11;0;0;8;6;1;0;5100;143;106;0;0
398;1984;295;12;7;2;2;2;2;0;0;1;1;65;0;17;0;0;3;1;4;16;7100;106;1478;0;0
398;1983;253;10;2;3;0;0;3;0;0;0;0;83;2;4;0;0;1;0;4;3;2071;6;381;0;0
398;1982;214;9;3;0;0;12;1;0;0;0;0;74;0;6;0;0;2;1;2;5;2161;64;327;0;0
398;1981;216;9;3;1;0;0;1;0;0;0;0;69;0;7;0;0;4;0;0;13;3146;104;580;0;0
398;1981;226;9;1;0;0;2;1;0;0;0;0;59;0;1;0;0;1;0;1;2;1112;143;66;0;0
398;1980;238;10;3;0;0;0;-2;0;0;0;0;57;0;1;0;0;1;1;2;4;2840;0;138;0;0
398;1979;238;10;1;0;0;0;1;0;0;0;0;64;0;0;0;0;0;0;2;0;901;0;0;0;0
